Tag,Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel.Type,Losses
7332,150647,53,36,2,M,Married,9,P,385.8222053
7333,171246,31,13,2,F,Single,11,P,409.157673
7334,159498,23,4,2,M,Married,12,D,627.2246947
7335,178004,62,42,2,F,Single,3,P,420.9783021
7336,194599,26,9,2,M,Single,6,P,486.5580131
7337,163589,50,31,2,M,Married,11,P,191.4045912
7338,166998,53,32,2,F,Married,5,D,617.772548
7339,189020,17,0,2,M,Single,11,P,324.5750725
7340,157794,60,42,2,F,Single,8,P,40.57228227
7341,168948,21,2,2,F,Married,14,P,383.1051406
7342,193097,58,41,2,M,Single,12,P,290.8615744
7343,114490,69,48,2,M,Married,2,P,64.72794527
7344,165470,32,12,2,M,Married,14,P,180.7486757
7345,179573,51,31,2,F,Married,3,D,510.472611
7346,145282,24,5,2,M,Single,10,D,745.2238905
7347,101245,23,4,2,F,Married,11,P,210.6583084
7348,134722,18,0,2,F,Single,11,D,562.6110667
7349,171799,23,5,2,M,Single,11,D,812.7566703
7350,153543,29,12,2,F,Married,8,P,308.1962701
7351,126919,41,23,2,M,Single,13,P,329.4684763
7352,194958,20,1,2,M,Single,11,D,704.2772453
7353,172625,45,26,2,M,Single,13,P,417.1290961
7354,153275,67,50,2,F,Married,11,P,106.756089
7355,198649,65,45,2,F,Married,9,P,34.16824007
7356,103826,35,16,2,F,Single,9,P,325.5331817
7357,133897,36,17,2,F,Married,13,P,320.8155551
7358,107873,24,7,2,F,Married,14,P,385.23888
7359,119471,18,0,2,F,Married,14,P,331.3291491
7360,112585,51,32,2,F,Single,9,P,405.3250515
7361,151731,23,4,2,M,Single,15,D,819.5266661
7362,126846,39,19,2,F,Married,0,P,288.9363679
7363,143980,67,46,2,F,Single,14,P,66.7865407
7364,177486,29,10,2,M,Married,12,P,156.545439
7365,100512,54,34,2,F,Married,11,P,351.6777248
7366,109958,26,6,2,M,Married,6,P,393.4216658
7367,109305,25,7,2,M,Married,14,P,457.672818
7368,107744,49,28,2,M,Married,14,P,381.410906
7369,151344,59,40,2,M,Married,7,P,394.3574183
7370,129136,21,3,2,M,Single,15,D,638.2598637
7371,134837,42,23,2,M,Married,11,P,258.4579809
7372,133975,51,31,2,F,Single,5,D,613.5126653
7373,126631,65,47,2,M,Single,7,P,109.1803572
7374,197105,28,8,2,M,Single,3,D,549.5779838
7375,194786,69,51,2,F,Married,7,P,135.1706324
7376,167718,36,16,2,M,Single,4,D,663.29509
7377,180395,24,5,2,M,Single,13,P,339.441453
7378,107895,70,51,2,F,Married,1,P,59.95154582
7379,133690,53,36,2,F,Married,7,P,305.0790016
7380,144576,61,44,2,F,Single,6,P,446.9026627
7381,116505,61,44,2,F,Married,9,P,201.3620415
7382,126637,60,39,2,F,Single,7,P,39.218085
7383,172200,17,0,2,M,Married,13,P,306.8533105
7384,198975,16,0,2,M,Married,8,D,767.522167
7385,117972,69,49,2,M,Married,7,P,186.3223813
7386,155782,34,13,2,F,Married,0,P,311.7754509
7387,130223,58,37,2,F,Married,6,P,314.0996953
7388,133089,21,3,2,F,Single,3,D,526.4446386
7389,130161,64,47,2,F,Single,15,P,188.4492252
7390,179567,69,48,2,M,Single,7,P,371.2506915
7391,178345,63,42,2,M,Married,6,P,167.7456981
7392,132756,49,32,2,M,Single,10,P,490.9612311
7393,107847,51,31,2,M,Married,0,P,385.2405668
7394,108745,70,49,2,F,Married,15,P,181.4338152
7395,159096,23,4,2,M,Single,5,D,1200
7396,105472,39,20,2,F,Married,8,P,345.3943365
7397,192722,28,10,2,F,Married,10,P,306.1515312
7398,156861,21,2,2,F,Married,4,P,282.1805458
7399,178312,49,29,2,F,Single,14,P,187.4045156
7400,173426,28,8,2,M,Married,3,D,506.9298049
7401,162984,18,0,2,M,Single,3,D,1200
7402,138933,39,18,2,M,Married,13,P,193.9831886
7403,143099,16,0,2,M,Single,12,D,944.5853351
7404,138756,66,46,2,F,Single,6,P,218.8142042
7405,141726,31,12,2,M,Married,11,P,402.6617444
7406,127296,29,8,2,F,Single,9,P,313.2083114
7407,190171,16,0,2,F,Single,12,P,259.7144582
7408,194583,36,17,2,M,Married,6,P,378.7564551
7409,132245,54,35,2,M,Married,10,P,324.9784715
7410,181797,24,7,2,F,Single,12,P,238.8361649
7411,154072,63,42,2,F,Single,14,P,229.4940513
7412,173363,24,5,2,F,Married,12,P,292.2321227
7413,105641,16,0,2,M,Married,13,D,651.4406586
7414,195906,29,10,2,F,Single,0,D,621.6363332
7415,104069,17,0,2,M,Married,3,D,823.7885094
7416,165550,20,1,2,F,Married,15,P,116.4235412
7417,147937,64,47,2,F,Single,7,P,248.8582016
7418,165859,25,6,2,F,Married,8,P,449.2381392
7419,159042,70,53,2,M,Single,6,P,398.7210364
7420,198239,54,35,2,M,Single,1,P,436.2093066
7421,105991,17,0,2,F,Single,11,D,625.5870582
7422,129335,68,50,2,F,Single,10,P,377.0163973
7423,174395,18,0,2,M,Single,15,D,623.9346676
7424,181003,36,16,2,F,Single,1,D,586.5780957
7425,134233,67,50,2,M,Single,9,P,210.0136448
7426,133054,18,0,2,M,Married,9,D,647.851471
7427,126456,20,2,2,F,Married,12,P,248.0012105
7428,149211,18,1,2,M,Single,3,D,1200
7429,133195,59,41,2,M,Single,14,P,452.8011333
7430,132847,36,19,2,F,Married,6,P,361.4984098
7431,124503,24,6,2,F,Married,15,P,251.7436492
7432,180561,17,0,2,M,Single,14,P,213.2513253
7433,133877,64,45,2,M,Single,9,P,45.5612943
7434,200000,48,27,2,F,Single,7,P,425.5806709
7435,143523,68,50,2,F,Single,14,P,57.32931261
7436,188791,17,0,2,M,Single,12,D,543.916028
7437,136481,16,0,2,F,Married,11,P,465.852799
7438,179852,66,48,2,F,Married,9,P,279.9183728
7439,107271,16,0,2,F,Married,6,P,256.7210287
7440,193819,42,24,2,F,Single,9,P,381.0444737
7441,113730,17,0,2,M,Married,12,P,211.9856302
7442,166361,31,11,2,F,Single,9,P,363.8792246
7443,159894,19,1,2,F,Single,11,P,325.4653116
7444,180898,54,33,2,M,Married,12,P,252.1813357
7445,140016,45,27,2,F,Single,4,D,600.7819651
7446,194642,50,29,2,F,Single,8,P,427.7290944
7447,197523,18,0,2,M,Married,14,D,668.3636007
7448,172068,33,14,2,F,Married,6,P,341.567577
7449,111723,37,20,2,F,Married,9,P,339.0855567
7450,128278,59,41,2,F,Married,7,P,321.3799122
7451,151048,61,44,2,M,Single,11,P,103.2168077
7452,144903,70,49,2,F,Married,5,P,68.16716855
7453,118029,25,6,2,F,Married,13,P,228.5841335
7454,193948,54,33,2,M,Single,13,P,376.6252068
7455,122191,55,34,2,F,Single,13,P,250.9543018
7456,104751,54,36,2,M,Single,14,P,284.6947686
7457,107276,43,25,2,M,Single,10,P,416.602557
7458,199647,50,33,2,M,Married,15,P,294.5488726
7459,179035,57,36,2,M,Married,6,P,373.5484093
7460,162445,25,6,2,F,Single,12,D,597.4473589
7461,152927,49,28,2,M,Married,10,P,343.4731297
7462,144850,48,27,2,M,Married,10,P,389.5266353
7463,167123,23,5,2,F,Single,14,P,263.7207796
7464,140047,51,32,2,M,Married,9,P,342.4155532
7465,191802,17,0,2,F,Single,11,D,807.2224591
7466,110469,25,7,2,F,Single,4,D,735.9151019
7467,162831,20,1,2,F,Married,11,P,227.9283072
7468,162186,51,31,2,M,Married,3,D,634.6816208
7469,167129,23,6,2,M,Married,12,P,331.2204708
7470,152108,16,0,2,F,Married,13,P,249.4198391
7471,166669,36,16,2,F,Married,4,P,471.424518
7472,156841,21,3,2,M,Married,6,P,484.6149446
7473,188465,21,4,2,M,Single,3,D,804.7640707
7474,139552,22,4,2,F,Single,11,P,467.1744391
7475,150698,22,4,2,M,Single,14,D,909.7139133
7476,199563,65,47,2,F,Married,6,P,118.7481336
7477,129073,45,28,2,M,Single,13,P,435.4216584
7478,194509,64,44,2,M,Married,9,P,103.2539105
7479,188597,45,26,2,F,Single,6,P,442.0024723
7480,153716,62,41,2,F,Single,10,P,73.50576102
7481,100749,26,5,2,M,Single,3,D,620.9459254
7482,101748,62,45,2,M,Married,9,P,180.6887643
7483,164129,37,17,2,M,Single,13,P,451.39195
7484,135783,47,29,2,F,Married,9,P,324.6189544
7485,123350,33,14,2,F,Married,12,P,293.7842
7486,105426,25,8,2,F,Married,11,P,353.8385538
7487,151167,18,0,2,M,Married,7,D,617.2558574
7488,132427,43,23,2,F,Single,1,P,494.6508114
7489,172474,22,4,2,M,Single,12,D,748.3427857
7490,171431,39,20,2,F,Married,12,P,156.9707169
7491,127217,66,45,2,M,Married,15,P,93.98528936
7492,149066,18,0,2,M,Single,14,D,643.8830466
7493,103522,16,0,2,F,Married,7,P,443.7048512
7494,116997,23,6,2,F,Single,7,P,440.9578964
7495,140689,19,1,2,M,Single,15,P,354.3986786
7496,120439,32,13,2,M,Single,4,D,503.5517722
7497,130640,57,40,2,M,Married,13,P,357.3194131
7498,152338,64,45,2,M,Married,15,P,61.02612944
7499,189286,18,0,2,F,Married,13,P,155.371894
7500,165516,25,6,2,F,Single,15,P,314.4390289
7501,175847,70,51,2,M,Married,13,P,190.5913758
7502,146771,51,30,2,M,Married,9,P,390.3393024
7503,128094,30,13,2,M,Married,11,P,285.3522292
7504,122387,21,4,2,M,Married,14,P,448.0424916
7505,168444,37,19,2,F,Single,9,P,367.3292173
7506,118612,22,4,2,F,Single,11,P,360.8423963
7507,114394,47,27,2,F,Single,10,P,410.7671135
7508,173994,22,5,2,F,Married,13,P,168.0063452
7509,172739,20,3,2,F,Single,10,D,524.2636061
7510,167148,63,45,2,M,Married,10,P,130.4559443
7511,192238,69,49,2,F,Single,10,P,302.1412162
7512,110844,23,6,2,F,Married,7,P,310.2142008
7513,107756,36,15,2,F,Married,8,P,310.4836679
7514,116387,59,39,2,F,Single,3,D,751.4537726
7515,131728,65,44,2,F,Single,9,P,195.119902
7516,145887,39,19,2,M,Single,0,D,835.8613877
7517,102488,55,38,2,F,Married,10,P,351.5892955
7518,163289,65,46,2,F,Married,7,P,31.93228812
7519,124204,50,31,2,M,Single,2,D,710.872881
7520,161826,62,44,2,M,Married,6,P,129.3390843
7521,127339,17,0,2,M,Married,14,P,193.0424347
7522,121279,22,5,2,F,Married,15,P,440.5414769
7523,135938,18,0,2,M,Married,10,D,590.7316221
7524,109586,19,0,2,M,Single,9,D,622.6425648
7525,122673,18,0,2,F,Single,12,P,439.6833242
7526,111995,29,12,2,M,Single,4,D,582.957999
7527,113103,25,6,2,M,Single,0,D,1200
7528,122908,25,8,2,M,Single,11,D,1200
7529,109940,16,0,2,M,Single,11,D,615.1075981
7530,131219,49,29,2,F,Single,1,D,508.6189206
7531,181021,38,21,2,M,Married,10,P,383.5138009
7532,109793,31,14,2,M,Single,8,D,543.8830552
7533,128601,26,6,2,M,Married,11,P,201.4621834
7534,132340,25,6,2,F,Single,0,D,772.6737478
7535,177037,49,28,2,F,Married,10,P,335.493889
7536,171705,29,12,2,M,Married,3,D,515.4020847
7537,154763,30,11,2,M,Single,10,P,452.3283936
7538,192497,46,29,2,M,Married,6,P,364.1707624
7539,152164,20,3,2,F,Single,13,D,593.249595
7540,136546,23,6,2,M,Single,11,P,280.5738406
7541,137624,24,7,2,F,Married,12,P,389.967096
7542,172844,70,52,2,M,Single,12,P,44.22971624
7543,110849,64,46,2,F,Married,6,P,139.3373677
7544,184119,59,40,2,M,Single,1,D,641.8233901
7545,191165,17,0,2,F,Married,11,P,250.4820965
7546,118282,36,15,2,F,Single,11,P,310.4054126
7547,134476,23,4,2,F,Married,12,P,184.7622965
7548,136502,25,6,2,F,Single,13,P,260.5924515
7549,194702,57,36,2,F,Married,15,P,176.084205
7550,167466,22,3,2,M,Single,13,D,663.7236283
7551,188700,19,1,2,M,Married,9,P,445.4787861
7552,134542,47,27,2,F,Single,15,P,366.9579826
7553,111407,16,0,2,M,Single,6,D,1107.401753
7554,141588,48,30,2,M,Single,14,P,243.2859844
7555,194050,60,40,2,F,Married,13,P,155.1971736
7556,194380,38,18,2,F,Married,7,P,347.8272596
7557,144210,63,45,2,M,Single,15,P,303.3502155
7558,187111,55,34,2,M,Single,7,P,475.419257
7559,106297,66,47,2,M,Married,12,P,250.1021146
7560,153514,27,6,2,M,Married,10,P,383.4595893
7561,109370,32,11,2,F,Married,9,P,327.5293142
7562,129393,48,29,2,F,Married,0,D,532.1842989
7563,107345,25,6,2,M,Single,14,D,731.4462962
7564,182243,68,51,2,F,Married,3,P,475.4555198
7565,190143,47,27,2,M,Married,0,D,625.28844
7566,174691,18,0,2,M,Single,15,D,702.236446
7567,118920,19,2,2,M,Single,11,D,684.837681
7568,108903,70,51,2,M,Married,2,P,153.182301
7569,161586,39,20,2,F,Married,15,P,257.7862464
7570,147851,27,9,2,F,Single,14,P,305.2494871
7571,185601,62,43,2,M,Single,7,P,136.2646741
7572,186539,23,6,2,F,Married,14,P,165.4759298
7573,114256,54,34,2,F,Married,9,P,302.5911553
7574,145325,61,40,2,M,Single,11,P,198.66967
7575,131521,61,44,2,M,Single,13,P,230.9838027
7576,165514,62,41,2,F,Single,1,D,624.0649187
7577,199532,16,0,2,M,Single,11,D,644.6991757
7578,197835,69,48,2,F,Married,2,P,161.6239766
7579,184191,36,18,2,M,Married,2,P,406.7601439
7580,183782,38,18,2,F,Single,15,P,189.9247473
7581,131066,19,1,2,M,Married,8,D,664.6908227
7582,151795,16,0,2,M,Single,6,D,895.8225724
7583,132699,24,5,2,M,Married,11,P,189.6282815
7584,185739,45,26,2,M,Married,3,D,551.2472252
7585,189654,31,14,2,F,Married,5,D,637.2550518
7586,178465,68,51,2,F,Married,15,P,55.03064026
7587,157805,25,7,2,F,Single,13,P,282.1028252
7588,197568,16,0,2,M,Married,9,D,540.9575032
7589,120303,18,1,2,F,Single,12,P,486.5719053
7590,116492,60,42,2,F,Married,12,P,90.34735176
7591,173210,20,1,2,F,Married,13,P,119.3118833
7592,176862,47,28,2,M,Single,8,P,454.691061
7593,108853,44,26,2,F,Single,14,P,347.6735122
7594,156319,21,3,2,M,Single,13,D,673.5593531
7595,164488,23,6,2,M,Married,8,P,413.6891005
7596,142508,62,41,2,F,Married,9,P,181.0643817
7597,193426,64,44,2,M,Married,12,P,74.34267212
7598,148785,60,41,2,F,Married,8,P,229.341363
7599,103917,32,14,2,M,Married,6,P,390.9048704
7600,167905,23,6,2,M,Single,8,D,747.6396837
7601,184363,24,6,2,F,Single,13,P,285.9482313
7602,190354,16,0,2,F,Single,4,D,1121.535836
7603,102568,56,38,2,M,Single,5,D,728.9073294
7604,176531,30,11,2,F,Single,15,P,291.7805945
7605,113734,65,47,2,M,Single,5,P,57.96417136
7606,131655,21,4,2,M,Single,14,D,1029.260813
7607,142841,43,24,2,F,Single,3,P,464.751069
7608,125569,26,9,2,F,Single,6,P,499.890252
7609,147781,23,6,2,F,Married,15,P,101.0070034
7610,123293,26,6,2,M,Single,14,P,149.3552416
7611,176367,55,36,2,F,Single,6,P,393.897053
7612,186755,67,47,2,M,Single,15,P,52.49891636
7613,105979,16,0,2,M,Married,10,P,353.4630295
7614,162548,39,21,2,F,Single,7,P,375.8618914
7615,111662,35,17,2,M,Married,13,P,257.0650988
7616,148979,58,37,2,M,Single,0,D,611.2208659
7617,160037,31,12,2,M,Single,0,D,598.0787648
7618,129182,37,17,2,F,Married,9,P,317.2435822
7619,142747,54,34,2,F,Married,10,P,348.1976648
7620,111879,41,24,2,M,Married,11,P,156.1142015
7621,188579,44,24,2,F,Single,1,D,654.484792
7622,110283,50,31,2,F,Married,12,P,226.4231869
7623,158419,65,44,2,F,Single,14,P,272.9090816
7624,184072,67,49,2,M,Married,10,P,114.2397792
7625,149929,48,28,2,F,Single,1,D,623.6019605
7626,147959,21,3,2,F,Married,12,P,299.1271076
7627,174611,64,43,2,M,Single,14,P,157.256396
7628,155564,65,44,2,M,Married,6,P,211.6373126
7629,159583,61,42,2,M,Married,4,P,326.0285606
7630,104078,59,42,2,M,Married,4,P,369.7334225
7631,119868,19,0,2,M,Married,14,P,191.6044838
7632,139395,70,53,2,F,Single,6,P,95.23895266
7633,127144,33,12,2,F,Married,11,P,312.4806557
7634,194350,42,21,2,F,Single,1,P,491.8573176
7635,148617,44,25,2,F,Married,0,D,504.0314278
7636,125915,25,8,2,F,Single,9,D,655.1555498
7637,194579,31,10,2,F,Single,6,P,438.3801826
7638,119211,34,13,2,M,Married,10,P,378.058951
7639,143894,24,6,2,M,Married,12,P,376.1645156
7640,102619,69,48,2,F,Single,12,P,158.2984678
7641,138587,28,10,2,F,Married,8,P,306.676477
7642,127778,62,43,2,M,Single,12,P,19.84465222
7643,104777,61,44,2,F,Single,4,P,278.6510593
7644,126348,49,32,2,F,Married,14,P,144.5372572
7645,188413,50,32,2,M,Single,8,P,466.9493141
7646,107033,70,49,2,M,Married,5,P,359.5786357
7647,106382,64,47,2,F,Married,5,P,333.4567358
7648,194310,66,45,2,M,Married,14,P,190.206769
7649,100862,59,40,2,M,Married,2,D,652.1079977
7650,194634,66,46,2,F,Single,4,P,391.9022651
7651,146561,20,3,2,M,Single,11,D,661.1184216
7652,156502,31,12,2,F,Single,4,D,695.946743
7653,158902,35,14,2,F,Single,8,P,470.8810033
7654,194382,31,11,2,M,Married,14,P,238.8860408
7655,195610,17,0,2,M,Married,12,P,499.7639256
7656,138311,23,5,2,M,Single,7,D,531.1712975
7657,165834,52,33,2,M,Single,8,P,457.3598309
7658,186105,23,6,2,M,Single,15,D,780.4636888
7659,171018,38,21,2,F,Single,4,D,739.7080323
7660,175886,61,43,2,F,Married,8,P,198.6730444
7661,193055,52,35,2,M,Single,12,P,171.6202607
7662,154346,69,50,2,M,Single,6,P,346.84849
7663,126196,22,5,2,F,Married,1,P,446.3145823
7664,153976,22,5,2,M,Married,11,P,362.70455
7665,197186,36,17,2,F,Married,6,P,314.1239865
7666,183176,30,11,2,F,Single,6,P,436.3091977
7667,126654,52,31,2,F,Single,12,P,396.1720549
7668,194923,60,40,2,F,Single,10,P,220.663507
7669,188328,40,19,2,M,Married,4,P,391.901918
7670,183878,50,29,2,M,Single,15,P,188.4853743
7671,174819,19,2,2,M,Single,11,P,343.8728644
7672,140791,19,1,2,F,Single,13,P,399.9370831
7673,143639,22,3,2,F,Single,3,D,825.2313449
7674,129555,57,40,2,F,Married,1,D,612.8607726
7675,183120,20,3,2,M,Married,9,P,357.6863146
7676,164802,53,32,2,M,Single,12,P,192.3880419
7677,189048,69,50,2,M,Single,13,P,107.9637789
7678,184410,66,45,2,F,Single,13,P,93.63595187
7679,138646,64,44,2,M,Married,8,P,261.2635133
7680,110353,45,26,2,F,Single,9,P,470.9851536
7681,174602,63,43,2,M,Married,0,P,302.4183973
7682,170007,28,10,2,F,Married,5,D,620.6286596
7683,187678,63,42,2,M,Single,2,P,84.57802091
7684,199233,30,10,2,M,Single,2,P,433.817628
7685,174299,36,16,2,F,Single,12,P,308.7655925
7686,132202,49,29,3,F,Single,13,P,310.4775272
7687,165056,61,41,3,M,Single,15,P,287.231523
7688,128255,30,12,3,F,Single,9,P,477.9730572
7689,110811,21,3,3,M,Single,12,P,434.7249998
7690,155208,23,6,3,F,Married,11,P,413.4068052
7691,101692,67,49,3,M,Married,12,P,191.85171
7692,129599,69,48,3,F,Married,10,P,145.9433377
7693,117234,42,25,3,M,Single,12,P,376.5347662
7694,155735,47,29,3,F,Married,9,P,335.3199272
7695,115459,50,30,3,M,Single,15,P,290.9001871
7696,103746,53,36,3,F,Single,15,P,238.2228723
7697,173173,38,17,3,F,Married,7,P,295.9782119
7698,116168,65,45,3,F,Married,1,P,46.67613691
7699,149317,21,4,3,M,Married,10,D,582.6908244
7700,192092,16,0,3,F,Single,11,P,308.0115413
7701,153922,57,38,3,F,Married,12,P,132.8949097
7702,163746,43,23,3,M,Married,12,P,172.3442437
7703,144440,53,34,3,M,Single,11,P,410.8314787
7704,105297,62,44,3,M,Married,8,P,367.6187397
7705,175539,63,46,3,F,Married,12,P,138.959039
7706,157822,17,0,3,M,Single,15,P,393.2158172
7707,167898,50,29,3,F,Married,11,P,258.6340919
7708,185050,19,2,3,M,Single,15,D,784.806863
7709,122440,50,33,3,M,Single,8,P,423.5739827
7710,126054,16,0,3,F,Married,2,D,612.6985693
7711,143890,31,13,3,F,Single,11,P,311.2100189
7712,189372,62,43,3,F,Married,4,P,466.7494146
7713,135690,53,32,3,M,Single,14,D,500.0798791
7714,140940,18,0,3,F,Married,15,P,154.4916574
7715,169364,69,51,3,M,Single,14,P,133.0207591
7716,137332,29,11,3,F,Married,3,P,435.6879662
7717,170638,21,4,3,M,Married,1,D,631.8019488
7718,105813,67,48,3,M,Married,7,P,137.6797819
7719,175235,54,34,3,M,Single,12,P,409.5840825
7720,104753,21,2,3,M,Single,11,P,358.0658029
7721,194142,70,53,3,F,Single,4,P,83.38302321
7722,143015,25,7,3,M,Married,14,P,391.6632275
7723,118250,64,43,3,M,Single,15,P,296.8730702
7724,192847,26,8,3,M,Single,9,P,440.6492298
7725,122863,59,39,3,F,Single,8,P,479.6351699
7726,185766,48,27,3,F,Single,9,P,479.3608092
7727,157918,66,49,3,F,Single,12,P,218.3564541
7728,128382,60,42,3,M,Single,2,P,110.973556
7729,140900,66,47,3,F,Single,14,P,149.8102519
7730,173165,61,43,3,F,Married,6,P,269.4229961
7731,163512,44,27,3,F,Married,14,P,335.5799953
7732,195155,25,6,3,M,Married,0,D,578.231489
7733,159560,56,38,3,M,Married,5,P,455.6105209
7734,139852,22,4,3,M,Married,13,P,497.7441376
7735,165303,28,11,3,M,Single,7,P,400.6639675
7736,195788,42,25,3,M,Married,8,P,349.6260907
7737,185449,24,5,3,F,Single,10,P,455.0281209
7738,159342,64,43,3,F,Married,8,P,184.2904129
7739,138287,68,47,3,M,Single,11,P,309.9202624
7740,188248,33,13,3,F,Married,5,P,435.1204689
7741,108978,23,4,3,M,Single,2,D,1200
7742,116156,67,47,3,F,Single,13,P,115.2146289
7743,118724,23,5,3,F,Single,13,P,449.3817899
7744,117322,41,24,3,M,Single,8,P,415.2278726
7745,180608,53,36,3,F,Married,14,P,146.8312685
7746,134240,63,46,3,F,Married,6,P,178.7704606
7747,106224,16,0,3,M,Married,9,D,720.0387756
7748,154372,24,5,3,M,Single,12,D,951.3606455
7749,180045,46,25,3,F,Single,7,P,463.0235278
7750,142065,44,23,3,M,Single,8,P,402.0038533
7751,119878,43,22,3,M,Married,12,P,254.2583337
7752,164494,67,47,3,M,Married,10,P,306.8342585
7753,122535,68,47,3,F,Married,4,P,184.7557897
7754,131341,68,50,3,F,Single,9,P,219.1549893
7755,185185,49,28,3,F,Married,5,D,626.3339813
7756,141395,19,0,3,F,Single,5,D,636.9476958
7757,179588,20,2,3,F,Married,11,P,266.7945785
7758,179821,20,3,3,F,Married,1,D,587.9843954
7759,113443,28,9,3,M,Single,12,P,345.0866831
7760,171994,17,0,3,M,Single,12,D,989.518448
7761,114164,60,40,3,F,Single,5,P,51.84614092
7762,140879,19,1,3,M,Single,7,D,825.4040835
7763,103181,23,4,3,F,Single,2,P,478.9629212
7764,187338,19,1,3,M,Married,12,P,163.8360284
7765,116743,43,24,3,M,Married,14,P,168.7395333
7766,145617,36,18,3,M,Single,3,P,445.7698957
7767,139916,17,0,3,M,Single,8,D,857.9576175
7768,183354,62,43,3,M,Single,10,P,122.1896664
7769,183876,35,18,3,M,Married,3,D,702.0178521
7770,169897,39,19,3,F,Married,10,P,391.6516394
7771,163146,22,5,3,F,Married,14,P,244.5733694
7772,149865,56,39,3,F,Married,3,P,490.7600314
7773,132984,37,19,3,F,Single,9,P,446.4184447
7774,165561,18,0,3,F,Married,14,P,185.8723642
7775,147209,25,7,3,F,Married,8,P,368.7636096
7776,187281,21,2,3,F,Married,14,P,151.4183442
7777,148777,18,1,3,F,Single,14,P,438.128881
7778,155602,23,6,3,F,Single,11,P,400.6522371
7779,126690,17,0,3,F,Single,15,P,256.5646766
7780,122102,22,4,3,M,Single,6,D,1200
7781,108879,62,43,3,M,Married,14,P,191.2545419
7782,146019,67,47,3,M,Married,9,P,235.4645742
7783,152671,17,0,3,F,Single,11,P,294.0972002
7784,141649,64,45,3,M,Married,7,P,241.2137582
7785,173634,62,45,3,M,Single,10,P,119.9968984
7786,196740,50,33,3,F,Married,12,P,189.5383761
7787,101642,58,40,3,F,Single,12,P,259.0942332
7788,133384,63,45,3,F,Single,10,P,363.134888
7789,141167,35,18,3,F,Single,14,P,360.0315403
7790,104310,19,0,3,M,Married,6,D,865.4965116
7791,108517,43,25,3,M,Married,14,P,190.4142592
7792,147285,63,42,3,F,Single,15,P,226.3008659
7793,122645,61,43,3,M,Married,3,P,288.0919694
7794,161876,42,24,3,M,Single,10,P,345.5479558
7795,166918,60,41,3,M,Married,12,P,33.7281892
7796,151708,36,18,3,M,Single,13,P,254.8772833
7797,182386,39,20,3,F,Married,4,P,458.8186227
7798,166782,60,41,3,M,Single,14,P,47.37650767
7799,111897,17,0,3,M,Married,14,P,187.2352379
7800,174771,35,18,3,F,Married,10,P,318.0362048
7801,175368,66,46,3,F,Married,0,P,354.9292685
7802,185775,60,41,3,M,Married,1,P,138.5991513
7803,189163,67,47,3,F,Married,8,P,203.6594537
7804,130082,25,7,3,M,Married,7,P,421.8518345
